0,1,3.0,1260759179
0,4,4.0,1260759205
0,5,2.0,1260759151
0,7,2.0,1260759148
0,8,3.5,1260759125
0,9,2.0,1260759131
0,10,2.5,1260759135
0,11,1.0,1260759203
0,12,4.0,1260759191
0,14,3.0,1260759194
0,15,2.0,1260759198
0,16,2.0,1260759108
0,18,1.0,1260759200
0,19,3.0,1260759117
1,20,4.0,835355493
1,21,5.0,835355681
1,22,5.0,835355604
1,23,4.0,835355552
1,24,4.0,835355586
1,25,3.0,835356031
1,30,4.0,835355441
1,31,3.0,835355493
1,32,3.0,835355441
1,37,5.0,835355840
1,40,3.0,835355664
1,41,3.0,835355896
1,42,4.0,835355511
1,43,4.0,835355681
1,44,5.0,835355697
1,45,5.0,835355586
1,46,3.0,835355767
1,47,4.0,835355779
1,50,3.0,835355532
1,54,3.0,835355492
1,58,3.0,835355749
1,60,3.0,835355619
1,61,2.0,835355932
1,64,3.0,835355710
1,65,3.0,835356165
1,66,2.0,835356246
1,69,3.0,835355511
1,70,4.0,835355790
1,72,4.0,835355643
1,73,3.0,835355918
1,74,3.0,835355880
1,75,4.0,835355731
1,77,4.0,835355719
1,78,4.0,835355817
1,79,4.0,835355731
1,80,4.0,835356199
1,82,3.0,835356109
1,83,5.0,835355767
1,84,3.0,835355860
1,85,5.0,835355817
1,86,3.0,835355790
1,89,5.0,835355697
1,90,5.0,835355395
1,91,5.0,835355395
1,93,3.0,835355932
1,95,4.0,835355978
2,96,3.0,1298861675
2,97,3.5,1298861637
2,98,3.0,1298861761
2,49,4.5,1298862418
2,99,5.0,1298862121
2,100,2.5,1298861589
2,57,5.0,1298862167
2,79,3.0,1298862528
2,88,3.0,1298922100
2,91,3.0,1298923247
2,92,3.0,1298921840
2,102,3.5,1298932787
2,103,4.0,1298863157
2,104,3.0,1298861687
2,105,5.0,1298932770
2,107,4.0,1298861628
2,108,3.0,1298861605
2,109,4.0,1298861658
2,110,3.5,1298922089
2,111,4.5,1298923236
2,112,4.0,1298863143
2,113,4.0,1298921862
2,115,3.0,1298861789
2,116,3.0,1298862710
2,117,3.5,1298861796
2,119,3.5,1298922057
2,120,4.0,1298861733
2,121,4.0,1298921825
2,122,5.0,1298862874
2,123,3.0,1298861968
2,124,4.0,1298861633
2,125,5.0,1298863174
2,127,3.5,1298862672
2,129,2.5,1298921787
2,130,3.0,1298922065
2,131,3.5,1298861650
2,132,3.0,1298932766
2,133,3.5,1298862555
2,135,4.5,1298862361
2,136,4.5,1298862467
3,20,4.0,949810645
3,139,5.0,949919556
3,141,5.0,949919681
3,142,3.0,949811346
3,34,3.0,949920047
3,143,5.0,949779042
3,144,4.0,949778802
3,49,5.0,949895708
3,145,3.0,949810618
3,55,5.0,949810582
3,57,5.0,949919763
3,58,5.0,949919681
3,59,5.0,949949538
3,67,3.0,949919883
3,147,3.0,949895772
3,148,4.0,949810688
3,149,1.0,949920135
3,150,4.0,949919802
3,151,4.0,949920028
3,72,5.0,949810582
3,153,5.0,949779091
3,90,3.0,949810534
3,154,5.0,949949538
3,155,5.0,949949638
3,156,4.0,949982238
3,157,5.0,949779022
3,159,4.0,949919306
3,161,5.0,949949396
3,163,4.0,949919322
3,164,5.0,949949638
3,165,5.0,949949638
3,166,5.0,949896377
3,167,5.0,949896377
3,168,5.0,949949538
3,169,5.0,949949638
3,171,5.0,949919372
3,173,5.0,949895732
3,174,5.0,949778771
3,175,5.0,949919399
3,176,5.0,949896275
3,177,5.0,949919372
3,178,5.0,949919419
3,179,5.0,949779173
3,105,5.0,949811490
3,180,5.0,949779173
3,181,5.0,949896244
