0,1,3.0,1260759179
0,2,3.0,1260759182
0,6,2.0,1260759187
0,8,3.5,1260759125
0,9,2.0,1260759131
0,10,2.5,1260759135
0,11,1.0,1260759203
0,12,4.0,1260759191
0,13,4.0,1260759139
0,16,2.0,1260759108
0,17,2.5,1260759113
1,23,4.0,835355552
1,25,3.0,835356031
1,26,3.0,835355749
1,27,4.0,835355532
1,28,3.0,835356016
1,39,3.0,835355552
1,40,3.0,835355664
1,42,4.0,835355511
1,46,3.0,835355767
1,47,4.0,835355779
1,48,3.0,835355492
1,49,4.0,835355395
1,50,3.0,835355532
1,52,2.0,835355551
1,53,1.0,835355918
1,54,3.0,835355492
1,56,4.0,835355697
1,57,3.0,835355628
1,58,3.0,835355749
1,59,3.0,835355604
1,61,2.0,835355932
1,62,3.0,835355968
1,63,3.0,835356094
1,64,3.0,835355710
1,65,3.0,835356165
1,66,2.0,835356246
1,70,4.0,835355790
1,72,4.0,835355643
1,73,3.0,835355918
1,74,3.0,835355880
1,76,4.0,835355860
1,77,4.0,835355719
1,81,3.0,835355767
1,83,5.0,835355767
1,84,3.0,835355860
1,86,3.0,835355790
1,87,3.0,835355779
1,88,3.0,835355441
1,90,5.0,835355395
1,91,5.0,835355395
1,93,3.0,835355932
2,96,3.0,1298861675
2,27,4.0,1298922049
2,97,3.5,1298861637
2,98,3.0,1298861761
2,99,5.0,1298862121
2,100,2.5,1298861589
2,57,5.0,1298862167
2,79,3.0,1298862528
2,88,3.0,1298922100
2,91,3.0,1298923247
2,92,3.0,1298921840
2,103,4.0,1298863157
2,106,3.0,1298921795
2,107,4.0,1298861628
2,108,3.0,1298861605
2,110,3.5,1298922089
2,113,4.0,1298921862
2,114,4.0,1298861753
2,120,4.0,1298861733
2,121,4.0,1298921825
2,122,5.0,1298862874
2,123,3.0,1298861968
2,124,4.0,1298861633
2,126,3.0,1298923266
2,127,3.5,1298862672
2,128,3.0,1298922080
2,129,2.5,1298921787
2,130,3.0,1298922065
2,131,3.5,1298861650
2,132,3.0,1298932766
2,135,4.5,1298862361
3,20,4.0,949810645
3,139,5.0,949919556
3,140,5.0,949810582
3,141,5.0,949919681
3,34,3.0,949920047
3,144,4.0,949778802
3,49,5.0,949895708
3,55,5.0,949810582
3,59,5.0,949949538
3,67,3.0,949919883
3,148,4.0,949810688
3,152,4.0,949811315
3,72,5.0,949810582
3,153,5.0,949779091
3,88,5.0,949949486
3,90,3.0,949810534
3,154,5.0,949949538
3,93,5.0,949949444
3,157,5.0,949779022
3,159,4.0,949919306
3,162,4.0,949919454
3,164,5.0,949949638
3,165,5.0,949949638
3,169,5.0,949949638
3,170,5.0,949896244
3,172,5.0,949811523
3,173,5.0,949895732
3,175,5.0,949919399
3,179,5.0,949779173
3,180,5.0,949779173
3,181,5.0,949896244
3,182,5.0,949896159
3,184,5.0,949895708
3,186,5.0,949779173
3,187,5.0,949811523
3,188,5.0,949918693
3,190,5.0,949919372
3,192,5.0,949919519
3,193,5.0,949811602
3,195,4.0,949811559
3,196,5.0,949919591
3,197,5.0,949811523
3,198,5.0,949919372
3,202,5.0,949918743
3,205,4.0,949896275
3,206,5.0,949982274
3,208,4.0,949810582
3,10,4.0,949810302
3,209,3.0,949920004
3,210,4.0,949918787
3,213,5.0,949896377
3,216,5.0,949895772
3,110,5.0,949919978
3,219,5.0,949896244
3,220,1.0,949895864
3,226,3.0,949949538
3,227,5.0,949811559
3,228,5.0,949896309
3,229,5.0,949811602
3,230,3.0,949895907
3,231,2.0,949918970
3,232,5.0,949896070
3,234,5.0,949778771
3,236,4.0,949896114
3,237,4.0,949982239
3,240,3.0,949896114
3,242,5.0,949949444
3,243,5.0,949919306
3,244,4.0,949982239
3,245,5.0,949949444
3,246,5.0,949896114
3,247,5.0,949949638
3,249,4.0,949920028
3,250,5.0,949949538
3,251,5.0,949896114
3,13,4.0,949896114
3,254,3.0,949896309
3,255,5.0,949918927
3,257,4.0,949919763
3,258,5.0,949896070
3,259,4.0,949982239
3,260,4.0,949896114
3,262,5.0,949896070
3,15,3.0,949896070
3,264,5.0,949918764
3,265,4.0,949811559
3,266,3.0,949896309
3,267,5.0,949895772
3,268,5.0,949919556
3,269,4.0,949918927
3,270,4.0,949811603
3,271,4.0,949918994
3,272,5.0,949918994
3,274,5.0,949982274
3,275,5.0,949918875
3,276,4.0,949896275
3,277,1.0,949895993
3,278,5.0,949810582
3,279,5.0,949810261
3,280,3.0,949918671
3,282,4.0,949896497
3,118,5.0,949811523
3,284,4.0,949778714
3,285,1.0,949896521
3,286,5.0,949919399
3,288,4.0,949811603
3,289,5.0,949896070
3,290,5.0,949811738
3,291,3.0,949811230
3,292,3.0,949918875
3,293,5.0,949896114
3,18,5.0,949896070
3,301,5.0,949810261
3,303,5.0,949949444
3,304,4.0,949811559
3,305,5.0,949919419
3,306,5.0,949919656
3,307,4.0,949918715
3,308,4.0,949896275
3,310,5.0,949919738
3,311,4.0,949918904
3,312,2.0,949778946
3,313,4.0,949811523
3,314,5.0,949918970
3,315,4.0,949919738
3,316,3.0,949919845
4,22,4.0,1163374952
4,141,4.0,1163374242
4,321,3.5,1163373762
4,57,4.0,1163374152
4,64,4.0,1163373610
4,150,4.0,1163374477
4,75,4.5,1163373718
4,88,3.5,1163373551
4,324,5.0,1163373711
4,325,3.5,1163374993
4,158,3.5,1163373135
4,327,3.0,1163374173
4,213,5.0,1163373044
4,331,4.5,1163374608
4,217,3.5,1163374562
4,332,4.0,1163374214
4,111,4.0,1163373744
4,334,4.5,1163374251
4,335,4.5,1163373726
4,225,4.0,1163373675
4,227,4.0,1163374324
4,336,3.5,1163374593
4,337,1.5,1163373188
4,244,5.0,1163373109
4,338,4.0,1163373276
4,339,3.5,1163374184
4,340,4.0,1163373193
4,341,3.5,1163374290
4,281,4.0,1163373679
4,116,4.5,1163373293
4,342,4.0,1163374246
4,285,3.5,1163374947
4,344,3.5,1163374263
4,345,3.5,1163374408
4,347,3.5,1163373148
4,350,4.0,1163373273
4,351,4.0,1163375025
4,352,3.5,1163373696
4,355,3.5,1163374354
4,356,4.5,1163375033
4,357,3.5,1163375131
4,358,3.0,1163373548
4,359,4.5,1163373616
4,361,4.5,1163373299
4,126,4.5,1163373606
4,363,4.5,1163374389
4,365,4.0,1163374533
4,366,3.5,1163374491
4,128,4.0,1163373626
4,368,4.0,1163374455
4,370,4.0,1163374511
4,131,3.5,1163374118
4,132,4.5,1163373593
4,373,4.0,1163374426
4,377,5.0,1163374211
4,378,4.0,1163374517
4,379,4.5,1163374227
4,380,4.0,1163374275
4,381,4.5,1163374283
4,382,4.0,1163374144
5,385,4.0,1109258212
5,386,2.0,1108134263
5,142,2.0,1109258228
5,387,5.0,1108134539
5,389,4.5,1108134284
5,392,2.0,1109258179
5,395,0.5,1108134334
5,396,3.0,1108134344
5,398,4.0,1109258270
5,399,4.0,1109258285
5,341,3.5,1108134291
5,401,4.0,1108134293
5,402,1.0,1109258202
5,403,2.0,1108134271
5,404,4.0,1108134274
5,406,3.0,1109258199
5,407,1.0,1108134337
5,408,3.5,1109258250
5,409,1.5,1109258190
5,412,5.0,1108134311
5,413,3.0,1108134534
5,129,5.0,1108134519
5,414,3.5,1108134526
5,132,4.0,1108134537
6,418,3.0,851867289
6,0,3.0,851868750
6,139,4.0,851867861
6,419,4.0,851866901
6,27,5.0,851868188
6,140,4.0,851866720
6,141,4.0,851866704
6,420,4.0,851868206
6,421,2.0,851868704
6,422,3.0,851868705
6,143,5.0,851869062
6,46,3.0,851868188
6,424,3.0,851867345
6,58,3.0,851867436
6,60,3.0,851867790
6,64,3.0,851869291
6,146,4.0,851869291
6,72,4.0,851869161
6,75,3.0,851867669
6,426,4.0,851868246
6,81,3.0,851867688
6,153,4.0,851869035
6,88,4.0,851868044
6,89,3.0,851869140
6,90,4.0,851868186
6,154,4.0,851868020
6,101,3.0,851868044
6,156,3.0,851868074
6,428,3.0,851866744
6,95,5.0,851868019
6,102,1.0,851866704
6,430,1.0,851866763
6,433,2.0,851866744
6,434,4.0,851868289
6,170,3.0,851869102
6,172,4.0,851867320
6,435,4.0,851867289
6,174,3.0,851868308
6,175,3.0,851867553
6,180,5.0,851869035
6,437,5.0,851868044
6,189,5.0,851868246
6,438,4.0,851868321
6,191,4.0,851869062
6,197,3.0,851867436
6,440,4.0,851869080
6,198,3.0,851867436
6,6,4.0,851868332
6,201,4.0,851867401
6,202,3.0,851867320
6,203,3.0,851868471
6,441,4.0,851868471
6,204,3.0,851867401
6,209,3.0,851869102
6,445,3.0,851867688
6,11,5.0,851866978
6,446,1.0,851869140
7,448,2.5,1154389572
7,23,5.0,1154464836
7,24,5.0,1154400173
7,27,4.0,1154473268
7,143,3.5,1154464829
7,99,5.0,1154464714
7,57,4.0,1154400390
7,69,4.5,1154400475
7,451,2.0,1154400357
7,79,5.0,1154400170
7,452,5.0,1154389386
7,89,4.0,1154464853
7,92,4.5,1154464833
7,453,4.0,1154400284
7,105,4.0,1154464887
7,180,4.0,1154464730
7,186,4.0,1154465573
7,189,4.0,1154465394
7,194,4.0,1154465555
7,195,4.0,1154464811
7,197,4.0,1154464747
7,214,4.0,1154465285
7,456,3.0,1154389408
7,457,3.5,1154464990
7,458,5.0,1154389385
7,219,4.0,1154389491
7,459,4.0,1154473252
7,333,5.0,1154400458
7,395,3.5,1154389528
7,225,5.0,1154473322
7,251,3.0,1154389460
7,463,4.0,1154464850
7,464,5.0,1154473217
7,465,3.5,1154389340
7,466,3.5,1154400351
7,341,5.0,1154464889
7,118,3.5,1154464944
7,119,4.5,1154464717
7,285,2.5,1154389541
7,287,4.5,1154465558
7,290,3.5,1154473419
7,467,4.5,1154400266
7,349,4.0,1154389482
7,470,4.0,1154465526
7,471,4.5,1154464873
7,474,5.0,1154464905
7,475,4.0,1154464915
7,477,3.5,1154464808
7,478,3.5,1154400398
7,480,3.5,1154464819
7,359,3.5,1154389449
7,481,5.0,1154400236
7,482,3.5,1154389552
7,485,4.0,1154465399
7,127,3.0,1154465385
7,412,4.0,1154464762
7,486,3.5,1154400444
7,128,4.0,1154389474
7,487,3.0,1154400191
7,488,4.0,1154464895
7,129,4.0,1154464753
7,415,4.5,1154464868
7,416,3.0,1154465548
7,495,3.5,1154465243
7,377,4.5,1154473310
7,500,3.5,1154473022
7,502,3.0,1154473017
8,417,4.0,938629179
8,21,4.0,938628337
8,503,3.0,938628655
8,74,4.0,938628777
8,78,4.0,938628577
8,79,5.0,938628843
8,426,5.0,938628337
8,92,4.0,938628843
8,509,4.0,938628655
8,511,2.0,938628777
8,512,4.0,938629341
8,513,4.0,938629054
8,332,5.0,938628690
8,459,4.0,938628966
8,334,5.0,938628966
8,113,4.0,938629341
8,514,4.0,938629522
8,515,4.0,938629053
8,462,4.0,938628843
8,518,4.0,939122916
8,519,4.0,938628577
8,520,2.0,938629681
8,402,5.0,938628450
9,24,5.0,942766420
9,526,4.0,942766974
9,170,3.0,942767258
9,173,3.0,942766420
9,527,2.0,942767328
9,176,4.0,942767328
9,105,4.0,942767258
9,180,4.0,942767258
9,106,4.0,942767258
9,187,3.0,942767328
9,191,4.0,942767258
9,202,4.0,942767258
9,391,5.0,942766420
9,529,3.0,942766725
9,532,3.0,942766679
9,533,5.0,942766472
9,534,2.0,942766845
9,535,3.0,942766472
9,537,2.0,942767328
9,523,4.0,942766845
9,540,3.0,942766213
9,541,3.0,942766164
9,406,4.0,942765978
9,542,2.0,942766213
9,545,3.0,942766059
10,547,1.0,1391656827
10,548,4.0,1391657561
10,49,5.0,1391658423
10,103,4.5,1391658505
10,550,3.5,1391656845
10,553,5.0,1391658440
10,446,5.0,1391658667
10,223,3.0,1391657062
10,554,3.5,1391657376
10,555,4.5,1391657543
10,119,3.0,1391658583
10,556,3.0,1391657112
10,127,3.0,1391658601
10,557,5.0,1391657861
10,559,5.0,1391658450
10,560,4.0,1391657605
10,562,3.5,1391657720
10,563,4.5,1391658141
10,564,4.0,1391658115
10,565,4.5,1391658399
10,566,3.0,1391658137
10,567,4.0,1391658210
10,568,3.5,1391658218
10,571,4.5,1391658125
10,577,5.0,1391657798
11,42,3.0,968045587
11,578,1.0,968045407
11,579,3.0,968045438
11,102,4.0,968045680
11,430,3.0,968045764
11,168,2.0,968045561
11,581,3.0,968045500
11,582,5.0,968045353
11,187,5.0,955407153
11,190,2.0,968045354
11,107,5.0,968045354
11,583,1.0,955407153
11,584,3.0,968045529
11,585,2.0,955407153
11,586,4.0,968045680
11,589,1.0,968045379
11,345,3.0,968045649
11,590,2.0,968045354
11,592,1.0,968045732
11,346,4.0,968045379
11,593,4.0,955407153
11,594,3.0,968045619
11,595,2.0,968045680
11,597,1.0,968045232
11,600,4.0,968045232
11,602,3.0,968045198
11,604,5.0,968045142
11,605,2.0,968045142
11,607,4.0,968045106
11,608,2.0,968045074
11,610,3.0,968045015
11,611,5.0,968045015
11,613,5.0,968045015
